url,title,price,description,location,bedrooms,bathrooms,area_sqm,property_type,furnishing,images,source,scraped_at,price_per_sqm,log_price,city
https://aqarmap.com.eg/en/for-sale/apartment-2/,Apartment For sale,4600000,"4,600,000 EGP– 27,878 EGP/m²Apartment 165 متر² للبيع فى النزهة الجديدة El Nozha / El Nozha El Gedida 165 m²",RangeMore FiltersEgypt Real Estate,3,1,165,Apartment,Furnished,"['data/raw/images/Apartment_For_sale\\img_0.webp', 'data/raw/images/Apartment_For_sale\\img_1.webp', 'data/raw/images/Apartment_For_sale\\img_2.webp', 'data/raw/images/Apartment_For_sale\\img_3.webp', 'data/raw/images/Apartment_For_sale\\img_4.webp']",aqarmap,2026-04-11 22:36:25,27878.78787878788,15.341567078850604,Cairo
https://aqarmap.com.eg/en/for-sale/apartment/,Apartments For sale,15500000,"15,500,000 EGP– 62,000 EGP/m²Apartment For sale in Palm Hills New Cairo - PHNC  New Cairo - 5th Settlement  / Palm Hills New Cairo - PHNC 250 m²3 3",RangeMore FiltersEgypt Real Estate,0,1,250,Villa,Unfurnished,"['data/raw/images/Apartments_For_sale\\img_0.webp', 'data/raw/images/Apartments_For_sale\\img_1.webp', 'data/raw/images/Apartments_For_sale\\img_2.webp', 'data/raw/images/Apartments_For_sale\\img_3.webp', 'data/raw/images/Apartments_For_sale\\img_4.webp']",aqarmap,2026-04-11 22:36:31,62000.0,16.5563506464056,Cairo
https://aqarmap.com.eg/en/for-sale/villa/cairo/new-cairo/compounds/mivida/boulevard-mivida/,Villas For sale in Boulevard Residence Mivida,68000000,"68,000,000 EGP– 191,011 EGP/m²فيلا For sale in Boulevard Residence Mivida New Cairo - 5th Settlement  / Boulevard Residence Mivida356 m²5 5",RangeMore FiltersEgypt Real EstateVillas For saleVillas For sale in Greater CairoVillas For sale in ,0,1,356,Villa,Unfurnished,"['data/raw/images/Villas_For_sale_in_Boulevard_Residence_Mivida\\img_0.webp', 'data/raw/images/Villas_For_sale_in_Boulevard_Residence_Mivida\\img_1.webp', 'data/raw/images/Villas_For_sale_in_Boulevard_Residence_Mivida\\img_2.jpg', 'data/raw/images/Villas_For_sale_in_Boulevard_Residence_Mivida\\img_3.webp', 'data/raw/images/Villas_For_sale_in_Boulevard_Residence_Mivida\\img_4.webp']",aqarmap,2026-04-11 22:36:44,191011.23595505618,18.035018277846262,Cairo
https://aqarmap.com.eg/en/for-sale/apartment/cairo/new-heliopolis/,Apartments For sale in New Heliopolis,2163000,"2,163,000 EGP– 18,025 EGP/m²Apartment 120 M² For sale in Second Neighborhood New Heliopolis / Second Neighborhood120 m²2 3",RangeMore FiltersEgypt Real EstateApartments For saleApartments For sale in Greater Cairo,0,1,120,Studio,Unfurnished,"['data/raw/images/Apartments_For_sale_in_New_Heliopolis\\img_0.jpg', 'data/raw/images/Apartments_For_sale_in_New_Heliopolis\\img_1.webp', 'data/raw/images/Apartments_For_sale_in_New_Heliopolis\\img_2.webp', 'data/raw/images/Apartments_For_sale_in_New_Heliopolis\\img_3.webp', 'data/raw/images/Apartments_For_sale_in_New_Heliopolis\\img_4.webp']",aqarmap,2026-04-11 22:36:58,18025.0,14.58700716725594,Cairo
https://aqarmap.com.eg/en/for-sale/villa/cairo/6th-of-october/compounds/park-west-compound-pledge/,Villas For sale in Park West Compound - Pledge,7300000,"7,300,000 EGP– 28,076 EGP/m²Your villa with a swimming pool and 8-year installments next to Mall of Arabia in Park West Compound, New Zayed 6th of October / Park West Compound - Pledge260 m²4 4",RangeMore FiltersEgypt Real EstateVillas For saleVillas For sale in Greater CairoVillas For sale in,0,1,260,Villa,Unfurnished,"['data/raw/images/Villas_For_sale_in_Park_West_Compound_-_Pledge\\img_0.webp', 'data/raw/images/Villas_For_sale_in_Park_West_Compound_-_Pledge\\img_1.webp', 'data/raw/images/Villas_For_sale_in_Park_West_Compound_-_Pledge\\img_2.webp', 'data/raw/images/Villas_For_sale_in_Park_West_Compound_-_Pledge\\img_3.jpg', 'data/raw/images/Villas_For_sale_in_Park_West_Compound_-_Pledge\\img_4.webp']",aqarmap,2026-04-11 22:37:07,28076.923076923078,15.803385043104912,Cairo
https://aqarmap.com.eg/en/for-sale/townhouse/cairo/new-cairo/,Town House For sale in New Cairo - 5th Settlement,13900000,"13,900,000 EGP– 50,180 EGP/m²15-year installments for your luxury villa next to the American University in Modon Golf Town compound New Cairo - 5th Settlement  / Golf Town Compound - Modon277 m²4 4",RangeMore FiltersEgypt Real EstateTown House For saleTown House For sale in Greater Cairo,0,1,277,Villa,Unfurnished,"['data/raw/images/Town_House_For_sale_in_New_Cairo_-_5th_Settlement\\img_0.webp', 'data/raw/images/Town_House_For_sale_in_New_Cairo_-_5th_Settlement\\img_1.webp', 'data/raw/images/Town_House_For_sale_in_New_Cairo_-_5th_Settlement\\img_2.webp', 'data/raw/images/Town_House_For_sale_in_New_Cairo_-_5th_Settlement\\img_3.jpg', 'data/raw/images/Town_House_For_sale_in_New_Cairo_-_5th_Settlement\\img_4.webp']",aqarmap,2026-04-11 22:37:17,50180.50541516246,16.447399470043365,Cairo
https://aqarmap.com.eg/en/for-sale/studio-with-garden/cairo/,Studio with garden For sale in Greater Cairo,87360000,"7,360,000 EGP– 108,235 EGP/m²ستوديو بحديقة 68 M² For sale in Hyde Park Signature-North Expansions - 6 October 6th of October / Hyde Park Signature Compound 68 m²1",RangeMore FiltersEgypt Real EstateStudio with garden For sale,0,1,68,Villa,Furnished,"['data/raw/images/Studio_with_garden_For_sale_in_Greater_Cairo\\img_0.jpg', 'data/raw/images/Studio_with_garden_For_sale_in_Greater_Cairo\\img_1.webp', 'data/raw/images/Studio_with_garden_For_sale_in_Greater_Cairo\\img_2.webp', 'data/raw/images/Studio_with_garden_For_sale_in_Greater_Cairo\\img_3.webp', 'data/raw/images/Studio_with_garden_For_sale_in_Greater_Cairo\\img_4.webp']",aqarmap,2026-04-11 22:37:26,1284705.8823529412,18.285548081407754,Cairo
https://aqarmap.com.eg/en/for-sale/apartment-with-garden/cairo/,Apartment with Garden For sale in Greater Cairo,5300000,"5,300,000 EGP– 34,193 EGP/m²شقة بحديقة 155 M² For sale in Calma Compound - El Nasr 6th of October / Calma Compound - El Nasr155 m²3 2",RangeMore FiltersEgypt Real EstateApartment with Garden For sale,0,1,155,Apartment,Unfurnished,"['data/raw/images/Apartment_with_Garden_For_sale_in_Greater_Cairo\\img_0.webp', 'data/raw/images/Apartment_with_Garden_For_sale_in_Greater_Cairo\\img_1.webp', 'data/raw/images/Apartment_with_Garden_For_sale_in_Greater_Cairo\\img_2.webp', 'data/raw/images/Apartment_with_Garden_For_sale_in_Greater_Cairo\\img_3.webp', 'data/raw/images/Apartment_with_Garden_For_sale_in_Greater_Cairo\\img_4.webp']",aqarmap,2026-04-11 22:37:34,34193.54838709677,15.483217567201578,Cairo
https://aqarmap.com.eg/en/for-sale/apartment/cairo/new-cairo/bait-el-watan/first-neighborhood/,Apartments For sale in First Neighborhood,4000000,"4,000,000 EGP– 17,391 EGP/m²Apartment  230 m 4 bedroom for sale in beit al watan Ready to move  New Cairo - 5th Settlement  / First Neighborhood230 m²4 2",RangeMore FiltersEgypt Real EstateApartments For saleApartments For sale in Greater CairoApartments ,4,1,230,Studio,Unfurnished,"['data/raw/images/Apartments_For_sale_in_First_Neighborhood\\img_0.webp', 'data/raw/images/Apartments_For_sale_in_First_Neighborhood\\img_1.webp', 'data/raw/images/Apartments_For_sale_in_First_Neighborhood\\img_2.webp', 'data/raw/images/Apartments_For_sale_in_First_Neighborhood\\img_3.webp', 'data/raw/images/Apartments_For_sale_in_First_Neighborhood\\img_4.webp']",aqarmap,2026-04-11 22:37:46,17391.304347826088,15.201805169084134,Cairo
https://aqarmap.com.eg/en/for-sale/apartment-with-garden/alexandria/,Apartment with Garden For sale in Alexandria,89500000,"9,500,000 EGP– 61,290 EGP/m²For sale - Apartment 155 M² Without Finish in Alex West Compound - Barons King Mariout / Alex West Compound - Barons155 m²3 2",RangeMore FiltersEgypt Real EstateApartment with Garden For sale,3,1,155,Apartment,Unfurnished,"['data/raw/images/Apartment_with_Garden_For_sale_in_Alexandria\\img_0.webp', 'data/raw/images/Apartment_with_Garden_For_sale_in_Alexandria\\img_1.webp', 'data/raw/images/Apartment_with_Garden_For_sale_in_Alexandria\\img_2.webp', 'data/raw/images/Apartment_with_Garden_For_sale_in_Alexandria\\img_3.webp', 'data/raw/images/Apartment_with_Garden_For_sale_in_Alexandria\\img_4.webp']",aqarmap,2026-04-11 22:37:56,577419.3548387097,18.309749194418266,Cairo
https://aqarmap.com.eg/en/for-sale/villa/cairo/el-shorouk/compounds/al-burouj-compound-imkan/,Villas For sale in Al Burouj Compound - Imkan,10500000,"10,500,000 EGP– 64,024 EGP/m²town house middle - fully finished for sale in al burouj el shorouk city  El Shorouk City / Al Burouj Compound - Imkan164 m²4 4",RangeMore FiltersEgypt Real EstateVillas For saleVillas For sale in Greater CairoVillas For sale in ,0,1,164,Villa,Furnished,"['data/raw/images/Villas_For_sale_in_Al_Burouj_Compound_-_Imkan\\img_0.webp', 'data/raw/images/Villas_For_sale_in_Al_Burouj_Compound_-_Imkan\\img_1.webp', 'data/raw/images/Villas_For_sale_in_Al_Burouj_Compound_-_Imkan\\img_2.webp', 'data/raw/images/Villas_For_sale_in_Al_Burouj_Compound_-_Imkan\\img_3.webp', 'data/raw/images/Villas_For_sale_in_Al_Burouj_Compound_-_Imkan\\img_4.webp']",aqarmap,2026-04-11 22:38:04,64024.39024390244,16.166885910365842,Cairo
https://aqarmap.com.eg/en/for-sale/serviced-studios/cairo/,Serviced Studios For sale in Greater Cairo,6000000,"6,000,000 EGP– 107,142 EGP/m²Down Payment4.8M EGPUp to3yrsinvestment opportunity a serviced studio in Zed Towers over instalments El Sheikh Zayed  / Z Tower - ZED El Sheikh Zayed Compound56 m²1 1",RangeMore FiltersEgypt Real EstateServiced Studios For sale,0,1,56,Studio,Unfurnished,"['data/raw/images/Serviced_Studios_For_sale_in_Greater_Cairo\\img_0.webp', 'data/raw/images/Serviced_Studios_For_sale_in_Greater_Cairo\\img_1.webp', 'data/raw/images/Serviced_Studios_For_sale_in_Greater_Cairo\\img_2.jpg', 'data/raw/images/Serviced_Studios_For_sale_in_Greater_Cairo\\img_3.webp', 'data/raw/images/Serviced_Studios_For_sale_in_Greater_Cairo\\img_4.webp']",aqarmap,2026-04-11 22:38:12,107142.85714285714,15.607270193858982,Cairo
https://aqarmap.com.eg/en/for-sale/dwr-kml/alexandria/,Full Floor For sale in Alexandria,2300000,"2,300,000 EGP– 11,500 EGP/m²دور كامل 200 M² For sale in Street 10 Al Agamy / Street 10200 m²3 1",RangeMore FiltersEgypt Real EstateFull Floor For sale,0,1,200,Apartment,Unfurnished,"['data/raw/images/Full_Floor_For_sale_in_Alexandria\\img_0.webp', 'data/raw/images/Full_Floor_For_sale_in_Alexandria\\img_1.webp', 'data/raw/images/Full_Floor_For_sale_in_Alexandria\\img_2.webp', 'data/raw/images/Full_Floor_For_sale_in_Alexandria\\img_3.webp', 'data/raw/images/Full_Floor_For_sale_in_Alexandria\\img_4.webp']",aqarmap,2026-04-11 22:38:22,11500.0,14.648420115681892,Cairo
https://aqarmap.com.eg/en/for-sale/apartment/alexandria/new-miami/,Apartments For sale in New Miami,81220000,"1,220,000 EGP– 13,555 EGP/m²Apartment Super lux For sale in Eskot New Miami / Eskot90 m²2 1",RangeMore FiltersEgypt Real EstateApartments For saleApartments For sale in Alexandria,4,4,90,Studio,Unfurnished,"['data/raw/images/Apartments_For_sale_in_New_Miami\\img_0.webp', 'data/raw/images/Apartments_For_sale_in_New_Miami\\img_1.webp', 'data/raw/images/Apartments_For_sale_in_New_Miami\\img_2.webp', 'data/raw/images/Apartments_For_sale_in_New_Miami\\img_3.webp', 'data/raw/images/Apartments_For_sale_in_New_Miami\\img_4.webp']",aqarmap,2026-04-11 22:38:37,902444.4444444445,18.212672092534664,Alexandria
https://aqarmap.com.eg/en/for-sale/apartment/cairo/new-cairo/compounds/wujood-compound-tharaa/,Apartments For sale in Wujood Compound - Tharaa,2500000,"2,400,000 EGP– 40,000 EGP/m²Own your apartment with 0% down payment in the heart of New Cairo, right next to Hyde Park, in Wujod Reside. New Cairo - 5th Settlement  / Wujood Compound - Tharaa60 m²2 1",RangeMore FiltersEgypt Real EstateApartments For saleApartments For sale in Greater CairoApartments ,0,1,60,Studio,Unfurnished,"['data/raw/images/Apartments_For_sale_in_Wujood_Compound_-_Tharaa\\img_0.webp', 'data/raw/images/Apartments_For_sale_in_Wujood_Compound_-_Tharaa\\img_1.webp', 'data/raw/images/Apartments_For_sale_in_Wujood_Compound_-_Tharaa\\img_2.webp', 'data/raw/images/Apartments_For_sale_in_Wujood_Compound_-_Tharaa\\img_3.jpg', 'data/raw/images/Apartments_For_sale_in_Wujood_Compound_-_Tharaa\\img_4.jpg']",aqarmap,2026-04-11 22:38:45,41666.666666666664,14.731801689838349,Cairo
https://aqarmap.com.eg/en/for-sale/twinhouse/cairo/,Twin House For sale in Greater Cairo,7300000,"7,300,000 EGP– 28,076 EGP/m²Your villa with a swimming pool and 8-year installments next to Mall of Arabia in Park West Compound, New Zayed 6th of October / Park West Compound - Pledge260 m²4 4",RangeMore FiltersEgypt Real EstateTwin House For sale,0,1,260,Villa,Unfurnished,"['data/raw/images/Twin_House_For_sale_in_Greater_Cairo\\img_0.webp', 'data/raw/images/Twin_House_For_sale_in_Greater_Cairo\\img_1.jpg', 'data/raw/images/Twin_House_For_sale_in_Greater_Cairo\\img_2.webp', 'data/raw/images/Twin_House_For_sale_in_Greater_Cairo\\img_3.webp', 'data/raw/images/Twin_House_For_sale_in_Greater_Cairo\\img_4.webp']",aqarmap,2026-04-11 22:38:53,28076.923076923078,15.803385043104912,Cairo
https://aqarmap.com.eg/en/for-sale/apartment/alexandria/al-agamy/,Apartments For sale in Al Agamy,1800000,"1,800,000 EGP– 13,846 EGP/m²شقة 130 متر للبيع من المالك في الكيلو 21 العجمي Al Agamy/ Al Agamy130 m²3 1",RangeMore FiltersEgypt Real EstateApartments For saleApartments For sale in Alexandria,0,1,130,Villa,Unfurnished,"['data/raw/images/Apartments_For_sale_in_Al_Agamy\\img_0.webp', 'data/raw/images/Apartments_For_sale_in_Al_Agamy\\img_1.webp', 'data/raw/images/Apartments_For_sale_in_Al_Agamy\\img_2.webp', 'data/raw/images/Apartments_For_sale_in_Al_Agamy\\img_3.webp', 'data/raw/images/Apartments_For_sale_in_Al_Agamy\\img_4.webp']",aqarmap,2026-04-11 22:39:03,13846.153846153846,14.403297778421795,Alexandria
https://aqarmap.com.eg/en/for-sale/apartment-with-garden/,Apartment with Garden For sale,5300000,"5,300,000 EGP– 34,193 EGP/m²شقة بحديقة 155 M² For sale in Calma Compound - El Nasr 6th of October / Calma Compound - El Nasr155 m²3 2",RangeMore FiltersEgypt Real Estate,0,1,155,Apartment,Unfurnished,"['data/raw/images/Apartment_with_Garden_For_sale\\img_0.webp', 'data/raw/images/Apartment_with_Garden_For_sale\\img_1.webp', 'data/raw/images/Apartment_with_Garden_For_sale\\img_2.webp', 'data/raw/images/Apartment_with_Garden_For_sale\\img_3.webp', 'data/raw/images/Apartment_with_Garden_For_sale\\img_4.webp']",aqarmap,2026-04-11 22:39:10,34193.54838709677,15.483217567201578,Cairo
https://aqarmap.com.eg/en/for-sale/villa/cairo/new-cairo/compounds/sarai/club-views-sarai-compound/,Villas For sale in Club Views - Sarai Compound,6710000,"6,710,000 EGP– 36,666 EGP/m²For sale Townhouse villa 183m corner unit, in Sarai Elm Tree Park compound with installments of 37k over 10 years- CE New Cairo - 5th Settlement  / Club Views - Sarai Compound183 m²3 3",RangeMore FiltersEgypt Real EstateVillas For saleVillas For sale in Greater CairoVillas For sale in ,5,1,183,Villa,Unfurnished,"['data/raw/images/Villas_For_sale_in_Club_Views_-_Sarai_Compound\\img_0.webp', 'data/raw/images/Villas_For_sale_in_Club_Views_-_Sarai_Compound\\img_1.webp', 'data/raw/images/Villas_For_sale_in_Club_Views_-_Sarai_Compound\\img_2.webp', 'data/raw/images/Villas_For_sale_in_Club_Views_-_Sarai_Compound\\img_3.webp', 'data/raw/images/Villas_For_sale_in_Club_Views_-_Sarai_Compound\\img_4.webp']",aqarmap,2026-04-11 22:39:22,36666.666666666664,15.71910965797915,Cairo
https://aqarmap.com.eg/en/for-sale/penthouse/cairo/,Penthouse For sale in Greater Cairo,12300000,"12,300,000 EGP– 41,137 EGP/m²Penthouse for sale in Galleria Moon Valley, Fifth Settlement – ​​4 rooms New Cairo - 5th Settlement  / Galleria Moon Valley Compound - Arabia299 m²4 3",RangeMore FiltersEgypt Real EstatePenthouse For sale,0,1,299,Penthouse,Unfurnished,"['data/raw/images/Penthouse_For_sale_in_Greater_Cairo\\img_0.webp', 'data/raw/images/Penthouse_For_sale_in_Greater_Cairo\\img_1.webp', 'data/raw/images/Penthouse_For_sale_in_Greater_Cairo\\img_2.webp', 'data/raw/images/Penthouse_For_sale_in_Greater_Cairo\\img_3.jpg', 'data/raw/images/Penthouse_For_sale_in_Greater_Cairo\\img_4.webp']",aqarmap,2026-04-11 22:39:31,41137.1237458194,16.325109901643454,Cairo
